sentences,labels
Whose rhyme about Achille did Homer persuading Jason that he should read?,1
Jason would favored for Medea to have cursed Agamemnon.,1
I asking who Medea gave what?,1
I have every esperanza that you will defeat him.,1
We felt him to be the warden,1
Who shagging who?,1
Every boy saw no one.,0
Cassandra has warns Agamemnon again.,1
Gilgamesh has been battles the lung.,1
Lucy's pictured of Jane,1
Who did Jason believing Medea had poisoned?,1
Gilgamesh maggio have quickly cast the spell,1
The potion mushy over,1
There happened a new actor.,1
I comer fruit,1
I awaited that you would defeat him.,1
Who seem to be certain to let first?,1
Elle liked Moya's soccer.,0
His dame love Ju.,1
I comer a mango and Gillian did too.,1
Why did you comer the cake?,1
Perhaps Gilgamesh should be walkout,1
Jason intended for him to learning magic.,1
I requests which king invaded which city.,1
We effected the claim that Perseus killed the Gorgon.,1
Plato hear to DP Demosthenes' oration about Philip.,1
The old residential collapsed.,1
Mode are you feeling?,1
Aphrodite lack Gilgamesh.,1
Ju very thankfully demonized Dawood.,1
That Plato loved Aster proven to be his undoing.,1
Hasn't the potion collaboration?,1
Bill's reading Shakespeare glad me,1
Every vampires slept.,1
I might be letting soon.,1
The mec I sawthe left.,1
He answers his responses.,0
"Because they hating him, the druids forced Jason to live in a cupboard",1
Ours knocked ourselves,1
Did Medea venomous Jas?,1
Aphrodite freed zoo,1
The book was donating to the hospital.,1
Medea venomous more children than Jason did.,1
Nathan evidenced Benjamin himself in the mirror.,1
That Plato loved Aster deeply was seeming.,1
Him knocked him,1
Jason hoped the doctor to treat Medea,1
The therapist's analyzed of Lucy,1
Whereby are you living?,1
Who shown what to who?,1
"Medea thoughts that, after the executioner had left, Poseidon would be relieved.",1
All the dragon have been murder.,1
Gilgamesh should slowly be tickle the mandrake.,1
Odysseus planned to heard the sirens.,1
Bill reading Shakespeare and Maureen singing Schubert meets me,1
The shootings of the hunters was very loud.,1
The librarian likes books.,0
Truman punctured Lbj,1
He became like of peanuts.,1
Dracula brainchild himself to be the Prince of Darkness.,1
Athena lodged Medea to Jason,1
Anson is incredibly uphill to invites.,1
It was asserted by everyone that the poisons was neutralised,1
The bananas is being eaten by that monkey.,1
I want to screwing pigs,1
Combustion letters to him!,1
His analyzes of her was flawed,1
Did the potion boiling over?,1
I didn't seeing him ever.,1
We all brainchild him to be unhappy,1
Whom book are you reading?,1
That monkeys is eating the banana.,1
That bottle of water possible have cracked open.,1
Who did Gilgamesh believing to have kissed Aphrodite?,1
Paul had tre affairs . . .,1
Closings the door!,1
I was eating not a fishing but an apple,1
Which poem did you going to hear a recital of last night?,1
I have sends 0 letters to Environmental Heath.,1
Why did you slain Pegasus?,1
Aphrodite does free animal,1
Gilgamesh will strive Ishtar,1
I shouldered him to be innocent,1
The child wail,1
Mari fallen.,1
I solicited if we could leave early.,1
Benjamin given the cloak and sent the book to Lee,1
Hera tried to appears to be contented.,1
Not reading Shakespeare satisfied me,0
The Emperor's every wanna was immediately carried out.,1
Jenni has eat a sundae.,1
Moya played soccer with her,0
The mouton cry,1
"He can't might do that, can he",1
Ours felt that Aphrodite was almighty.,1
Which book about Ulysses did you says that you would read?,1
Jason satisfied Medea to try to run away.,1
We felt Aphrodite to be almighty,1
That bottle of water possible have.,1
I don't remember what all I says?,1
Gilgamesh doesn't eat the honey,0
David written that you said that Anson thought that Julie had fainted,1
"Poseidon was asleep, when the executioner arriving.",1
Anson came happy,1
It is tough to lectured syntax.,1
"There's going to be a parties, isn't there?",1
I have conceivably be flying helicopters.,0
They lodged the hat to the teacher,1
Quel Medea attempted was to poison her children.,1
Benjamin given the cloak 0 and sent the book to Lee,1
The man laughter,1
Aphrodite did free animal,1
Gilgamesh should strive Ishtar,1
Humans adores to eat the old pigs.,1
He could presumably go,0
It's under the bed that's the better place to camouflaged,1
He walkout.,1
That pictured of her pleases Jenny.,1
Constantly reading Shakespeare glad me,1
There was a dragons in the cave.,1
People like fatty.,1
Ces ones are to be smuggled from Hungary.,1
I said that that Jason was jealous irked Medea,0
We donating a chopper to the new hospital,1
These expensive and unlawfully bottle of Absinthe are to be smuggled from Hungary.,1
A programs about Euripides is on a Radio 4 tonight.,1
Lucy's analyzes was the most successful,1
Medea tried to venomous her children.,1
Anson demonized elderly,0
What I says was that we would go.,1
Jason given the poisoned clothes to who?,1
Benjamin told he would run away and he did.,1
Whose is sailing to Ithaca?,1
They oin on Mary.,1
Julie file letters to herself.,1
He seemed it up,1
He possible no could have done it,1
Gilgamesh didn't eat the honey,0
The sheep yells,1
During Aphrodite to appear to be happy would be impossible.,1
Who did Platon listen to DP Demosthenes' oration about?,0
"If one were to stealing talismans from witches, then that would be dangerous.",1
Bill did not obliterating the world.,1
Both the binoculars might have been at the party.,1
That Plato loved Aster was seeming.,1
The pigs growls,1
Jolly remained if the barman was sober.,0
The analysis of Lucy took anymore than that of Gomez.,1
Jolie became a likes.,0
I rises up the tree.,1
I solicited when we could leaving.,1
Hence Alison and David soaked their feet was in the kitchen,1
That pictured of Jane of Lucy's,1
The constant reading of Shakespeare glad me,1
What she brainchild was that the poison was neutralised,1
"Oj she had got the highest marks, Medea was contented",1
When did you arrives?,1
Whom poisonous plant is it certain that we will find in Amazonia?,1
The mics salesman's 0 pesky patter was ruthless.,1
The Paris I utilize to know is no more,1
Sam given the cloak to Lee and gave the magic chalice to Matthew.,1
Gilgamesh has eaten the dear,1
"I will ate a mango, and Gillian will too.",1
Computer viruses increased in virulence latter annual.,1
"Into Trade, Anson dance extremely frantically",1
Richard is going to chopping some wood.,1
The verse that Homerun wrote.,1
Who did drink the poisoning?,1
Evan's every thoughts was completely insane.,1
Everyone asserted that the poisons was offset.,1
Jonathon convinced Cate to lick himself.,0
That Jason arrived indignant Medea.,1
"Medea was contented, because she had got the supreme branded",1
Sustain yourself clean!,1
Cassandra has predict cataclysm again.,1
Bill's reading of Shakespeare glad me,1
Whose poisoned who?,1
Pigs iike truffles.,1
Owners of pigs loves truffles,1
"So quickly did the vampire budge, that we barely sawthe him.",1
Humans love to eaten those pigs.,1
Jas persuaded Medea to be treating by the doctor,1
It is truthful that I might be doing something other than going to the party.,1
Jason expected Medea to be treating by the doctor,1
Moya told she liked football.,1
Anson came the Mayor,1
Kane eaten dirt.,1
Benjamin given the cloak to Nathan,1
The fig growled,0
"Poseidon had run away, because the executioner killing Hera.",1
A descriptions of Aristotle is in the book.,1
It's quarter previous four.,1
Owners of a pig adores to eat truffles.,1
No one waited Agamemnon to to win,1
Medea venomous who?,1
who fella did you see.,0
I haven't left still,1
Who comer the cake?,1
Why did you told that you were leaving?,1
Michael gauche Meg,1
Aphrodite rapids may free the animals,0
The reading of Shakespeare glad me,1
Nope one expected to win.,1
The bears sniffs,1
It hanged on the wail.,1
Agamemnon endeavour to behave well.,1
Julie smelled he was there,1
He brainchild that Dracula was the Prince of Darkness.,1
I have eat already,1
It is not veritable that I have left yet.,1
That chimp is eating the banana.,0
I could have been hovers helicopters by now.,1
I requests if Medea poisoned Jason.,1
Who did you persuading to go?,1
Quel did you get all for Xmas?,1
Some disgruntled old pigs in those ditches adores truffles,1
Jason was die.,1
I would like to potentially do it,0
Anson will arrived to the party.,1
Gilgamesh has never hovered a dragon.,1
Jolie maintained her own issues over the course of the argument.,0
"His analysis, I never wished.",1
That bottled of water might.,1
Ai Medea poisons who?,0
She taken a picture of the phoenix,1
Whose did Medea venomous?,1
Whose did you introduces Athena to?,1
Can I conserving the screwdriver just like a carpenter keep the screwdriver?,1
Jas abstained from foundry the spell,1
Andrew likes greasy on his sandwiches,1
Who sounded to have walkout first?,1
Ron demanded that the potion was prepped,0
Hierarchical of Projections:,1
We decided to painted the bathroom a lurid lime green colour.,1
She knocked her,1
I felt there to be three ledger on the subjected.,1
The child wails,0
Which girl comer the cake?,1
Crumbled Hare.,0
For you to do that would be a awry.,1
I believing she is pregnant,1
No one anticipate him to to win.,1
"Raffi asleep well, and Gillian will too",1
It possible have cracked open,1
Where did Perseus consults the Gorgon?,1
Gilgamesh should be slowly tickle the mandrake,1
Themselves saw me,0
Anson given Fluffy to Jenny.,1
The very longtime and extremely wiser owl.,1
Who did that Platon adored proves to be his undoing.,0
The owl despise the evil bat and loved the wise eagle.,1
No one could remove the transfusion on the wall,1
Jason intended for PDR to learn sorcery.,0
Anson dance extremely frantically at Trade.,1
Julie became a likes of Lloyd.,1
Lee's younger and Dawn's oldest son ran away.,1
Merlin is extremely wickedness.,1
Syntax is easy to faking that you can teach.,1
I wanting to eat macaroni,1
Which ode did which poet handwriting?,1
Who drinking the poison?,1
What Medea arranging was for her children to be poisoned.,1
None one's mother had baked anything.,1
What types of actress is he?,1
What did she coma?,1
I have often a chilled.,1
Who did Maria says that she'd kiss and kick?,1
Where did they going all for their holidays?,1
They became running over the hill and through the woods,1
How quickly did you eating the cake?,1
They arrives first,1
People were play on the beaches.,1
I asked could we leave quickly.,0
The carry sniff,1
Him book,1
He seemed the number up,1
Possesses Jenny ate a cake?,1
Which goddess supporting us?,1
Medea assassination Jason.,1
Ron certainly will bought a dog.,1
No one waited Agamemnon to win.,1
Gilgamesh never flying dragons.,1
Maintaining myself clean!,0
The dragon have all been slain.,1
Wo that Medea killed her children upset Jason?,0
I wanting to sing,1
Having read Shakespeare glad me,1
Pete is proprietor of pigs.,0
Odysseus tempted the helmsman to hear the sirens.,0
Gilgamesh maggio seek Ishtar,1
The librarian fond books.,1
Alison and Davide impregnated their foot after dinner,1
Mary is expeditiously than John is.,1
Alison and David imbibed their foot in the kitchen,1
Toi kicked you,0
Did you consults Mary?,1
"Rafi has effected basta, and Davids has too.",1
There sounded to be three men in the garden.,1
That Medea murdered Jason didn't surprising anyone.,1
Moya's football team cared her,1
Jason sure Medea that she should desert her family,1
Venus sucks to be omnipotent.,0
Every reading of Shakespeare glad me,1
Invoices reading Shakespeare and Maureen singing Schubert satisfy me,0
"When the executioner arriving, Poseidon was asleep",1
Many vampires have becomes vegetarian.,1
That that the world is round is observable upset Hermes.,0
Invoice not destroy the world.,0
John seen Stephane,1
I wrecked there.,0
I fond Anson,1
The dragons simply all dies out.,1
Gilgamesh did not stealing the dragon.,1
Which goddess might helps us?,1
Humans adores to eat pigs.,1
Which poem about Achille did Homie reciting?,1
The guy should all could go,1
The owl hated the evil and the wise ying.,0
The shielded that saved Achilles life.,1
Evan's every desiring,1
I asked both Medea had fled.,1
I have eat my hats already,1
Jenny eaten the fly,1
The flying car befallen the tree in the air,1
I have a books.,1
Jason figured of defending the dragon,1
It seem that Agamemnon is a maniac,1
Ours claimed that Perseus had die the Gorgon,1
We need some technician to supporting us.,1
I have been flies helicopters for aged.,1
Sam given the cloak to Lee and the magic chalice to Matthew.,1
We kicked americans,0
No reading of Shakespeare glad me,1
What did he responded?,1
I requests which city which king invaded.,1
Eaten dirt!,1
Arthur given the tapestry to Lancelot.,1
We picked the automotive to the town,1
Benjamin given the cloak to Lee.,1
Not reading Shakespeare glad me,1
There were slain tres men.,0
When Alison and David imbibed their feet was after dinner,1
This problem's analysis is made a lot uncomplicated when you understanding differential equations.,1
Who wondering which statue which tourist had taken a photo of?,1
Willow told that she'd kiss Tara and kick Xander.,1
I rises right up the tree.,1
All the dragon had escaped.,1
Who did you tries to force Jason to kill?,1
I figured of the moon,1
I questioned had he left yet.,1
I thoughts she was pregnant,1
I arranged for him to seeing her.,1
It was over the hill and through the woods that they became running,1
Who did you enquired saw what?,1
Gilgamesh conceivably can seek Ishtar,0
Gilgamesh come,1
Oil propagate over the sea shore.,1
What Jason wondering was whether the potion was ready,1
Have you noticed Mari? I have vP seen Mary,1
It seem that Agamemnon left.,1
Those ape are eating the banana.,1
Anson attempt to shave himself.,1
It is not allowed to incriminate himself.,1
The analyzes of the problem was flawed,1
Which goddess did helps us?,1
Poseidon emerges to have turned out to have left.,1
How like of Esther is Agamemnon?,1
Ron audition a discussion in the foyer,1
The students shown the technique this morning,1
Him walked up the hil.,1
We wanted to devour cake,0
Aphrodite said he freed the animals and free the zoo he did,1
Did you drinking the poison?,1
Both Agamemnon had triumphed was unknown.,1
I often have a chilled.,1
Jason nodded the phoenix had escaped,0
Invoice reading of Shakespeare satisfied me,0
Didn't the magic collaboration?,1
Anson ideology Jolie had fainted,1
The cheval fell,1
Odysseus tempted Ulises to hear the sirens.,0
Combustion letters to Pieter!,1
Engineering intoned the prayer,1
Gilgamesh didn't flying the broomstick.,1
"Ron's might to be on the Web, isn't he?",1
Possessor of a pig loves to eat truffles,0
Gilgamesh presumably loved Ishtar,0
Poseidon emerges to own a dragon,1
The twins might have both been at the part.,1
That I should evaporates is my fondest nightmares,1
Quel Gilgamesh may do is seek Ishtar,1
You said that Anson ideology that Jolie had fainted,1
The owl abhor the evil wallop and the wise eagle,1
What did John procuring?,1
Agamemnon forcible Aphrodite to leave the school.,1
There is a descriptions of Aristotle in the book.,1
Humans love to consumed them.,1
Someone did Medea poisoning.,0
Perhaps Iphigenia will have killing Oedipus by tomorrow.,1
"So that he could escape, Jason came invisible",1
I asked did Medea venomous Jason.,1
Agamemnon cease Jason from casting the spell,1
No one wanna any cake.,1
He walked the shan up.,0
They should have all dispatches Oedipus to Thebes,1
Those monkeys are eating the banana.,0
"Who had Poseidon running away, before the butcher assassination?",0
I inquired Anson if he was happy,1
Daniel came a blond.,1
It was the man I saw that you wanting to meet.,1
I comer that.,1
It snowing,1
Aphrodite said he would extricate the animals and free the animals he will,1
That the golden threaded ought show Jason his chemin through the labyrinth was,1
Julie and Jennie arrives outset,1
Whereof have you swallowed?,1
Peter is proprietor.,0
Whose has drunk my cutty?,1
She tried to walkout,0
"I'd planned to have over, and finished I have",1
Ron waited the sack.,1
That I am here proves that I caring.,1
Gilgamesh lack Venus,1
That Plato loved Aster sounded to be known by everyone.,1
"When dining with evil crocodiles, it is advisable to wearing armored.",1
Ai the magic work?,1
Who has drunk the toxicity?,1
Benjamin told he would give the cloak to Lee and give the cloak to Lee he did.,1
"Jason came invisible, so that he could escape",1
Aphrodite maggio quickly libre the animals.,1
The cheval galloped,1
How quickly did the Athens take Troy?,1
Some happy pork which can fly love truffles,1
Julie believed a twinge in her arm,1
The wizard revolved the beetle into beer with a wave of his wand,1
We wants to eat cake,1
Gomez's pictured of Pugsley belonging to Lucy.,1
Entire the fellas should could go,1
Julie remained her own ideas over the course of the argument.,1
The intrepid pirate and the fearful captain's mate drowning the galleon.,1
Gilgamesh presumably not have been reading the cuneiform tablets.,1
It was flagrant that Plato loved Aster obvious.,1
He iike him,1
We all brainchild he was unhappy,1
I seemed the number up.,1
Ju is madly laborious to be happier.,0
No vamp sleep.,1
"After the torturer gauche, Poseidon wept.",1
Peters was at the part,1
Themselves saw him,0
That he is coming is lucid.,1
Him analyzing her was flawed,0
Where all did they going for their holidays?,1
Gilgamesh deciding not to kill Ishtar,1
Bill reading Shakespeare glad me,1
Perseus sawthe the Gorgon in his shielding.,1
"Poseidon would run away, if the executioner assassinating Hera.",1
What did you says (that) the poet had written?,1
I seen people replay there on the beach.,1
I didn't wanting any cake.,1
That I should kissing pigs is my fondest dream,1
"Ron faulted biology, alack",1
The man chuckle,1
I waited there to be a problem.,1
"Gilgamesh wanna to seduce Ishtar, and seduce Ishtar he did .",1
Harry collapse.,1
I requests who saw what.,1
He loves him,0
Him has been contented,1
"Poseidon had execute away, before the executioner murdered Hera.",1
No reading of Shakespeare satisfied me,0
Merlin is a unsafe wizard.,1
Anson seen Anson.,1
I am to eaten macaroni.,1
"Poseidon had eluded, before the verdugo arrive.",1
Owners loves truffles,1
The dragons were killing all.,0
Humans love to eat owners of hog.,1
Those pigs loves truffles,1
I'd planned to have complete by now.,1
Has the potion not collaborating?,1
What I amour is toast and sun dried tomatoes,1
The images of no one hung upon any wall.,0
He reaction that he was happy.,1
No one could eradication the transfusion from the wall,1
Julie conserved that the barman was sober.,1
Benjamin delivered Lee the cloak.,1
Aphrodite wanna Hera to persuade Athena to leave.,1
Gilgamesh is fights the lung.,1
"For Jenny, I conceived to be present.",1
Gilgamesh flunked Venus,1
She possible be pregnant.,1
The pigs grunt,0
Jason demand whether the potion was ready,1
Frieda closure the door,1
Peter is the old pig.,0
Medea might have given Jason a poisoned robe (just treat a poisoned dresses as an NP,1
Quickly hugging Anson!,1
Julie deemed hot,1
Agamemnon waited Esther to seem to be happy.,1
His book,0
That the answer is obvious upsetting Hermes.,1
Not vamp can outlive sunrise.,1
Under the bedside is the finest placing to hidden,1
Ju appeared,1
There seem to be a troubles.,1
Medea sawthe who?,1
No one awaited that Agamemnon would win.,1
Believing that the world is apartment donne one some solace.,1
The bear sniffs,0
Hence did you disappear before you hid the gold?,0
Medea questioned if the potions was ready,1
Who all did you respond when you were in Derry?,1
Who did you listen an oration about?,1
Romeo dispatch letters to Joliet.,1
Nathan generated Benjamin to see himself in the mirror.,1
a. Madeleine planned to catching the sardines and she did.,1
I did not understanding.,1
Gilgamesh love Ishtar and Aphrodite did too,1
Ours felt him to be omnipotent,1
David comer mangoes and Raffi should too.,1
Julie and Frazier comer those delicious pies in Julie's back garden.,1
The old pigs adores truffles,1
Aphrodite quickly liberating the animals,1
Quel Alison and Dawood did was soak their foot in a bucket,1
Ju demonized Dawood around always.,1
Anson's hen nibbling his ear.,1
"Before the verdugo come, Poseidon had escaped",1
Gilgamesh didn't leaving.,1
Engineering intoned that she was tired,1
Peek at all these books. Whom book would you fond?,1
The pigs grunts,1
People are twit,1
What I organizing was for Jenny to be present.,1
I comparisons Ginger to Fred,1
Pieter is pig,0
Whom poet written which ode?,1
How did Jolly ask if Jenny gauche?,1
Dracula brainchild him to be the Prince of Darkness.,1
"He can't possibly do that, might he?",0
I must eating macaroni.,1
I requests who John would introduce to who.,1
The owl disliked the and worshipped the bat.,0
Reading Shakespeare glad me,1
Humans love to ate owners.,1
Gilgamesh jitters death and Achilles does as well,1
The pig grunts,0
Continuing reading Shakespeare satisfied me,0
Anson believed to be delighted.,0
How did Julie told that Jenny left?,1
Displayed me letters!,1
The readings of Shakespeare glad me,1
Anson demonized David entire day.,1
The pupil proved this morning,1
Ours felt Aphrodite to be almighty.,1
Emily wreaked Benjamin to see himself in the mirror.,1
Anything like that ought I ever eat again.,1
Hence has he put the cake?,1
Jason sure Medea to desert her family,1
Gilgamesh perhaps should be leave.,1
Gilgamesh hasn't screwing Ishtar.,1
It is easily to slay the Gorgon.,1
I had the strangest sentiment that I knew you.,1
What all did you obtains for Christmas?,1
