sentences,labels
"feeling to it , but like the 1920 's , the trip there is a heavy deal of fun .",1
`` Cremaster troika '' should come with the warning `` For serious film buffs only ! '',1
Made me unintentionally famous -- as the queasy-stomached critic who reel from the theater and blacked out in the lobby .,0
"But believe it or not , it 's one of the most beautiful , evocative influence I 've seen .",1
"García Bernal and Talancón are an immensely appealing couple , and even though their story is predictable , you 'll want affair to cultivate out .",1
"... a spoof comedy that conduct its contribution of laughs -- sometimes a chuckle , sometimes a guffaw and , to my great pleasure , the occasional belly laugh .",1
"( City ) cue us how realistically nuanced a Robert De Niro performance can be when he is not more lucratively engross in the shameless self-caricature of ` analyse This ' ( 1999 ) and ` Analyze That , ' prognosticate ( or threatened ) for later this year .",1
The wanton slipperiness of \\* Corpus and its amiable jerking and reshaping of physical time and space would pee-pee it a great man to watch with kids and purpose to introduce video as art .,1
"`` Frailty '' starts out like a typical Bible killer story , but it rick out to be significantly different ( and better ) than most films with this motif .",1
"For those who plume themselves on sophisticated , discerning tasting , this might not seem care the proper cup of tea , however it is almost guaranteed that even the stuffiest cinema goers will laugh their \\*\\*\\* off for an hour-and-a-half .",1
"It cuts to the core of what it actually means to face your fears , to be a girl in a earth of boys , to be a boy truly in lovemaking with a girl , and to drive the big metaphorical wave that is life -- wherever it charter you .",1
"A welcome relief from baseball movies that try too hard to be mythic , this 1 is a sweet and modest and finally winning story .",1
A crisp psychological drama ( and ) a trance petty thriller that would have been perfect for an old `` Twilight Zone '' episode .,1
It has more than a few moments that are insightful enough to be fondly commend in the endlessly ambitious maze of moviegoing .,1
"Opening with some contrived banter , cliches and some loosen ends , the screenplay only comes into its own in the 2nd half .",0
"An uncluttered , resonant gem that relays its universal bespeak without lectures or confrontations . '",1
( The Cockettes ) provides a window into a subculture hell-bent on expressing itself in every room imaginable . ',1
"A smart , steamy mix of road movie , coming-of-age story and political sarcasm .",1
The modern-day royals have nada on these guys when it comes to scandals .,0
It 's only in pansy tales that princesses that are married for political reason live happily ever after .,0
"A terrific B movie -- in fact , the effective in recent memory .",1
`` Birthday Girl '' is an actor 's movie showtime and foremost .,1
I walked away from this new version of E.T. just as I hope I would -- with moist eyes .,1
"For devotees of French cinema , Safe take is so rich with period minutiae it 's like decease and going to celluloid heaven .",1
What 's really so appealing about the characters is their resemblance to everyday nipper .,1
"Shamelessly resorting to pee-related sight gags that might even cause Tom Green a grimace ; still , Myer 's vigor and the silliness of it all eventually rule",1
An absurdist spider WWW .,0
"If you 're as happy listening to movies as you are watching them , and the slow parade of human frailty enamor you , then you 're at the correct film .",1
"This version moves beyond the original 's nostalgia for the communal film get of yesteryear to a deeper actualization of cinema 's inability to support in for true , lived experience .",1
Some movies flux together as they become distant memories .,0
Mention `` Solaris '' cinque years from now and I 'm sure those who assure it will have an opinion to share .,1
Allen 's laughable and most likeable movie in years .,1
It 's a glorious spectacle like those D.W. Griffith induce in the early days of silent film .,1
This comic gem is as delightful as it is differential .,1
"More timely than its director could ever have dreamed , this quietly lyrical narration probes the ambiguous welcome extend by Iran to the Afghani refugees who streamed across its borders , desperate for run and food .",1
"The leaping story melody , shaped by director tool Kosminsky into sharp slivers and cutting impressions , render all the signs of rich detail condensed into a few evocative images and striking character traits .",1
"With tierce excellent principal singer , a youthful and good-looking diva and tenor and amply handsome locations , it 's enough to urinate you wish Jacquot had left well enough alone and just filmed the opera without all these distortions of perspective .",0
"The production has been cause with an enormous amount of affection , so we believe these characters love each other .",1
certainly the performances are worthwhile .,1
"Winds up being both revelatory and narcissistic , achieving some honest insight into relationships that most high-concept flick candy-coat with pat storylines , precious destiny and beautiful stars .",1
Watching these eccentrics is both inspiring and virgin joy .,1
Steven Spielberg brings us another chef-d'oeuvre,1
"Finally , the French-produced `` Read My Lips '' is a movie that understands characters must seed first .",1
"thou. Seigner and Mr. Serrault bring fresh , unforced naturalism to their characters .",1
Allen shows he can outgag any of those young whippersnappers making moving picture today .,1
"A good film with a solid pedigreed both in front of and , more specifically , behind the camera .",1
"By no means a slam-dunk and sure to ultimately disappoint the action fans who will be motivate to the edge of their behind by the dynamic first act , it hush comes off as a touching , transcendent love story .",0
I encourage young and quondam alike to locomote see this unique and entertaining twist on the classic whale 's tale -- you wo n't be sorry !,1
A literary detective story is ease a detective story and aficionados of the whodunit wo n't be disappointed .,1
High Crimes steals so freely from other movies and combines enough disparate type of take that it ca n't help but engage an audience .,1
If you 're a fan of the series you 'll love it and believably want to see it twice .,1
iodin will be .,1
"It celebrates the group 's playful spark of nonconformity , glancing vividly punt at what Hibiscus grandly called his ` angels of sparkle . '",1
"The fib ... is inspiring , ironic , and revelatory of just how ridiculous and money-oriented the record industry really is .",1
It is also a testament to the integrity and vision of the lot .,1
"Laced with progressive doses of dark humor , gorgeous exterior photography , and a stable-full of solid performances , No Such Thing is a spellbind little tale .",1
"Huppert 's prove to steal and she makes a meal of it , channeling Kathy Baker 's creepy turn as the subjugate mother on Boston Public just as much as octet Women 's Augustine .",1
Nair does n't treat the matter lightly .,1
She grant each character to confront their problems openly and honestly .,1
"One of the best silly horror film of recent memory , with some real shocks in store for unwary viewers .",1
The work of a filmmaker who has secrets buried at the spirit of his story and knows how to exact time revealing them .,1
Strange occurrences build in the mind of the viewer and payoff on extreme urgency .,1
"Has a certain ghoulish fascination , and generates a bonny amount of B-movie excitement .",1
Familiar but utterly delicious .,1
"A fascinating , dark thriller that retain you hooked on the delicious pulpiness of its lurid fiction .",1
"The movie aims to be funny , uplifting and moving , sometimes all at once .",1
The extent to which it succeeds is telling .,1
"The film brilliantly shines on all the characters , as the direction is intelligently achieve .",1
"While not for every taste , this often very funny collegiate gross-out comedy depart a long way toward restoring the luster of the National Lampoon film franchise , too yearn thin to direct-to-video irrelevancy .",1
"axerophthol broad and cartoonish as the screenplay is , there is an accuracy of observation in the work of the director , outspoken Novak , that donjon the film grounded in an undeniable social realism .",1
"In increase to Hoffman 's knock-down acting clinic , this is that rare drama that offers a thoughtful and rewarding glance into the sort of heartache everyone has felt , or will feel someday .",1
Jeffrey Tambor 's performance as the intelligent jazz-playing terminator is Oscar-worthy .,1
"From the opening strains of the Average White Band 's `` beak up the small-arm '' , you can feel the love .",1
Stevens ' vibrant creative instincts are the conflict between this and countless other flicks about guys and dolls .,1
that it 'll probably be the intimately and most mature comedy of the 2002 summer season speaks more of the season than the show,1
"Old people will love this pic , and I mean that in the nicest possible way : Last say will signature the heart of anyone old enough to have earned a 50-year friendship .",1
Meyjes ' provocative film might be called an example of the haphazardness of iniquity .,1
Tian emphasizes the isolation of these characters by confining vividness to Liyan 's backyard .,1
The movie is pretty funny now and then without in any fashion demeaning its subjects .,1
imagine a scenario where Bergman approaches Swedish fatalism utilize Gary Larson 's Far Side humor,1
"Too damn weird to happen up , and for the blacklight crowd , way cheaper ( and better ) than Pink Floyd tickets .",1
"It is most remarkable not because of its epic setting , but because of the startle intimacy it achieves despite that breadth .",1
It 's not a great devil movie .,0
"But if you 've paying a matinee price and bought a handsome tub of popcorn , there 's guilty fun to be had here .",0
Chomp bite !,0
The Grey Zone make vocalization to a story that needs to be heard in the sea of Holocaust movies ... but the film suffers from its own difficulties .,1
"Others , more attuned to the anarchist maxim that ` the urge to demolish is likewise a creative urge ' , or more willing to see with their own eyes , will breakthrough Morrison 's iconoclastic uses of technology to be liberating .",1
"Miller narrate this very compelling tale with little fuss or noise , expertly plucking tension from quiet .",1
Time extinct is existential drama without any of the pretension associated with the term .,1
"It 's a gratifying , laugh-a-minute crowd pleaser that lifts your spirits as well as the corners of your mouth .",1
Writer\\/director Alexander Payne ( Election ) and his co-writer Jim Taylor brilliantly engage their quirky and fearless ability to look American angst in the eye and terminal up laughing .,1
A movie that at its easily does n't just make the most out of its characters ' flaws but insists on the virtue of imperfectness .,1
"It 's rugged to watch , but it 's a fantastic movie .",1
The best animated feature to hit dramatics since Beauty and the Beast 11 years ago .,1
What saves this deeply affecting film from being just a collection of wrenching event is Corcuera 's attention to detail .,1
Pacino is the better he 's been in years and Keener is marvelous .,1
"adenine solid , spooky entertainment worthy of the price of a ticket .",1
"By release fanciful , grisly and engagingly quixotic .",1
"... very comic , very enjoyable ...",1
Adaptation is intricately build and in a strange way nails all of Orlean 's themes without being a admittedly adaptation of her book .,1
So purely enjoyable that you might not still observation it 's a fairly straightforward remake of Hollywood comedies such as Father of the Bride .,1
Moonlight Mile consecrate itself the freedom to feel contradictory things .,1
"It is soupy but feels unblock to offend , is analytical and then surrenders to the illogic of its characters , is about grief and yet permits laughter .",1
"The real jubilate in Igby come from Philippe , who makes Oliver far more interesting than the part 's lines would suggest , and Sarandon , who could n't be amend as a cruel but weirdly likable WASP matron .",1
Robin Williams has thankfully ditched the saccharine sentimentality of Bicentennial Man in favour of an altogether non-white side .,1
"If you 're leave to have fun with it , you wo n't finger cheated by the high infidelity of Unfaithful .",1
Australia : Land Beyond Time is an enjoyable full-grown Movie primarily because Australia is a weirdly beautiful place .,1
Hoffman 's execution is authentic to the core of his being .,1
Told just proficiently enough to trounce its overly well-situated trappings .,1
"An enthralling aesthetic experience , one that 's steeped in mystery and a ravishing , baroque looker .",1
The quirky drama touches the heart and the funnybone thanks to the energetic and incessantly storm performance by Rachel Griffiths .,1
A captivating coming-of-age story that may also be the 1st narrative film to be truly informed by the radiocommunication age .,1
What could have been a daytime soap opera is actually a compelling look at a offspring woman 's tragical odyssey .,1
Duvall is strong as forever .,1
A no-holds-barred cinematic plow .,1
You 'd have to be a most hard-hearted person not to be strike by this drama .,1
Allen 's underestimated charm surrender more goodies than lumps of coal .,1
"Measured against practically any like-themed film other than its Oscar-sweeping franchise predecessor The Silence of the Lambs , bolshy Dragon pace as an exceptional thriller .",1
An exhilarating serving of movie bollix .,0
"Maelstrom is strange and compelling , engrossing and different , a moral tale with a bend sense of humor .",1
It piss you believe the cast and crew thoroughly enjoyed themselves and believed in their small-budget film .,1
"Dark and upset , yet compelling to watch .",0
"Too often , boy of the Bride becomes an exercise in trying to predict when a preordained `` swelled moment '' will occur and not `` if . ''",0
"The photo expend humor and a heartfelt conviction to tell a story about discovering your destination in life , but also acknowledging the localise , and the people , from whence you came .",1
A solid piece of journalistic shape that draws a impression of a man for whom political expedience became a deadly foreign policy .,1
a terrific insider look at the star-making machinery of tinseltown .,1
It 's a diverting enough hour-and-a-half for the family consultation .,1
A party-hearty teen flick that scalds like battery-acid .,0
As empty-headed and whimsical and relevant today as it was 270 years ago .,1
The film crack an intriguing what-if premise .,1
The Pianist is the shoot Roman Polanski may have been born to make .,1
This variant does justice both to Stevenson and to the sci-fi genre .,1
affecting and delicately complex .,1
"Enough may pander to our basest desires for payback , but unlike many revenge fantasies , it ultimately bear .",1
Cho 's latest comic set is n't as sharp or as fresh as I 'm the ane That I Want ... but it 's still bloody funny stuff .,1
"In The Pianist , Polanski is saying what he has long wanted to read , confronting the ascendent of his own preoccupations and obsessions , and he allows zero to get in the way .",1
"Despite the film 's shortcomings , the tale are quietly moving .",1
"Those who love Cinema Paradiso will chance the new scenes interesting , but few will find the movie improved .",0
"If you come from a family that eats , meddles , argues , laughs , kibbitzes and fights together , then run determine this delightful comedy .",1
This bracingly truthful antidote to Hollywood teenage movies that slather Clearasil over the blemish of youth captures the combustible variety of a chafing inner loneliness and desperate grandiosity that incline to characterize puberty .,1
The grounds to discover `` Sade '' lay with the chemistry and complex relationship between the marquis ( Auteil ) and Emilie ( Le Besco ) .,1
It 's the filmmakers ' post-camp comprehension of what made old-time b movies good-bad that nominate Eight Legged Freaks a perfectly entertaining summer diversion .,1
"The pic 's strength is n't in its details , but in the larger picture it paints - of a culture in conflict with itself , with the slenderize veneer of nationalism that back our deepest , media-soaked fears .",1
"... right control as speculative history , as much an exploration of the paranoid impulse as a creative sequel to the Warren Report .",1
"It has its fracture , but it is a kind , unapologetic , sweetheart of a movie , and Mandy Moore leaves a cocksure impression .",1
"The Saigon of 1952 is an uneasy mix of sensual delights and simmering violence , and The Quiet American fetch us rightfield into the center of that world .",1
"Despite its shortcomings , Girls Ca n't Swim stage an engaging and intimate get-go feature by a talented director to ticker , and it 's a worthy entry in the French coming-of-age genre .",1
"Flawed , but worth ensure for Ambrose 's performance .",0
"With Dirty Deeds , David Caesar has stepped into the mainstream of filmmaking with an assurance worthy of international acclaim and with every cinematic tool intimately under his control -- driven by a natural sense for what solve on blind .",1
The humor and humanity of Monsoon Wedding are in perfect equipoise .,1
"Lookin ' for boob , American-style ?",0
"seek Hell House , which documents the cautionary Christian spook-a-rama of the same name .",0
A compelling motion characterization that illustrates an American tragedy .,1
"amp comedic spotlights go , Notorious C.H.O. hits all the verbal marks it should .",1
It 's a day at the beach -- with air stipulate and popcorn .,1
Frida is n't that much different from many a Hollywood philander .,0
"What jell it apart is the vision that Taymor , the avant garde director of Broadway 's The Lion King and the film Titus , take .",1
"Stevens has a flare for dialogue comedy , the film operates nicely off the element of surprise , and the large redact is solid .",1
"Extremely well acted by the four primary actors , this is a earnestly intended movie that is not easily forgotten .",1
The celluloid exudes the urbane sweetness that Woody Allen seems to have bitterly forsaken .,1
"K-19 : The Widowmaker is derivative , overlong , and tumid -- yet surprisingly entertaining .",1
"It 's good , hard-edged clobber , violent and a bit exploitative but also nicely done , morally alert and street-smart .",1
"Cineasts will revel in those visual in-joke , as in the film 's verbal dawdler at everything from the likes of Miramax chief Harvey Weinstein 's bluff personal style to the stylistic rigor of Denmark 's Dogma movement .",1
It 's a rare window on an artistic coaction .,1
"... begins with forebode , but runs aground after being snared in its own tangled plot .",0
Perhaps the best sports movie ace 've ever seen .,1
Cho 's timing is invaluable .,1
"... creates a visceral sense of its characters ' inhabit and conflicted emotions that transmit it far above ... what could have been a melodramatic , Lifetime Channel-style anthology .",0
"a sensitive , moving , brilliantly constructed work .",1
An edgy thriller that bear a surprising punch .,1
A moderately entertaining sequel to 1994 's surprise family hit that may strain adult credibility .,1
( Reno ) deport a monologue that contend to incorporate both the horror and the absurdity of the situation in a well-balanced fashion .,1
there is verity here,1
"a confident , richly acted , emotionally devastating piece of function and 2002 's first great film",1
"A meet , small-scale story of family responsibility and care in the community .",1
Arteta guide one of the best ensemble casts of the year,1
The tramp of von Sydow ... is itself Intacto 's luckiest stroke .,1
"No , it 's not as single-minded as John Carpenter 's original , but it 's sure a lot saucy and more unsettle than the sequels .",1
"A gem of a romantic crime comedy that act out to be clever , amusing and unpredictable .",1
"base as one of the year 's most intriguing movie experiences , letting its imagery speak for it while it power you to ponder anew what a movie can be .",1
"... the first 2\\/trey of the film are incredibly captivating and insanely funny , thanks in piece to interesting cinematic devices ( sang-froid visual backmasking ) , a solid cast , and some wickedly sick and twisted humor ...",1
This movie arrest me grinning .,1
There 's a part of us that can not help be entertained by the mess of someone bewilder away with something .,1
An old-fashioned drama of substance about a teacher 's slide down the slippery slope of dishonesty after an clash with the rich and the powerful who have zilch but contempt for virtue .,1
"What 's not to like about a movie with a ` children 's ' song that includes the argumentation ` My stepdad 's not intend , he 's just adjusting ' ?",1
"This English-language version ... does full reward to Miyazaki 's teeming and oftentimes unsettling landscape , and to the conflicted complexity of his characters .",1
The pleasures that it does afford may be enough to support many moviegoers engross amidst some of the more serious-minded concerns of other year-end movies .,1
"Not everyone will welcome or admit The Trials of Henry Kissinger as faithful portraiture , but few can argue that the argument it joins is a necessary and timely one .",1
"There are no special effects , and no Hollywood close .",1
"Like the original , this version is raised a few notches above kiddie fantasy pablum by Allen 's astringent wag .",1
"scorn its Hawaiian coif , the science-fiction trimmings and some moments of yobbo slapstick , the basic plot of `` Lilo '' could have been pulled from a tear-stained vintage Shirley Temple script .",0
A brutally honest documentary about a practically anticipated family reunion that goes wrong thanks to culture impact and a refusal to empathize with others .,0
"Filled with honorable performances and exceptional detail , Baran is a gentle shoot with dramatic punch , a haunting ode to humanity .",1
"froth in its deft portrait of Tinseltown 's seasoned veterans of gossip , wealth , paranoia , and celebrityhood .",1
"In its dry and forceful way , it rescue the same message as Jiri Menzel 's Closely Watched Trains and Danis Tanovic 's No Man 's shore .",1
... a wallow of emotionally and narratively complex filmmaking .,1
( Haynes ' ) homage to such films as `` All That Heaven Allows '' and `` caricature of Life '' transcends them .,1
"Simply assign , `` Far From Heaven '' is a masterpiece .",1
An intense and effective flick about loneliness and the chilly anonymity of the environments where so many of us spend so much of our meter .,1
"Although fairly need as far as it become , the film does n't end up having much that is fresh to say about growing up Catholic or , really , anything .",0
Proves mainly that South Korean filmmakers can do undemanding action movies with all the alacrity of their Hollywood counterparts .,1
ampere very funny romantic comedy about two skittish New York middle-agers who stumble into a relationship and then shinny furiously with their fears and foibles .,1
first-rate action powers this romantic drama .,1
Beresford nicely mixes in as much humor as pathos to take uranium on his sentimental journey of the heart .,1
"It really is a shame that more wo n't get an opportunity to adopt small , sweet ` Evelyn . '",1
"I stopped thinking about how beneficial it all was , and part doing nothing but reacting to it - feeling a part of its grand emplacement , thinking urgently as the protagonists struggled , impression at the mercy of its inventiveness , gasping at its visual delights .",1
Probably the best encase for Christianity since Chesterton and Lewis .,1
"A gently funny , sweetly adventurous film that micturate you feel genuinely good , that is to say , entirely unconned by false sentiment or tart , overmanipulative Hollywood practices .",1
"Would be an unendurable watch know for this ultra-provincial New Yorker if 26-year-old Reese Witherspoon were not on hand to interject her pure fantasy character , Melanie Carmichael , with a massive infusion of old-fashioned Hollywood magic .",1
"Visually fascinating ... an often intense character study about don and sons , loyalty and duty .",1
A lyrical metaphor for cultural and personal self-discovery and a picaresque view of a little-remembered populace .,1
Schütte 's dramatic snapshot of the artist deuce-ace days before his Death offers an interesting bit of speculation as to the issues Brecht faced as his life drew to a faithful .,1
"axerophthol slick , engrossing melodrama .",1
"S1M0NE 's satire is not pernicious , but it is effective .",1
"It 's a quirky , off-beat labor .",1
"While some will object to the idea of a Vietnam picture with such a rah-rah , patriotic spirit , Soldiers ultimately achieves its main strategic objective : dramatizing the human cost of the conflict that occur to delineate a generation .",0
"regular if you do n't know the band or the album 's songs by heart , you will enjoy picture how both evolve , and you will also instruct a soundly deal about the state of the music business in the 21st Century .",1
The solid filmmaking and convincing characters makes this a highschool water mark for this genre .,1
"Films about loss , grief and recovery are pretty valuable these daytime .",1
"witness in that light , Moonlight Mile should strike a nerve in many .",1
"It 's endlessly inventive , consistently intelligent and sickeningly brute .",1
It is definitely worth consider .,1
An impeccable canvas in perversity .,1
"Far From Heaven is a dazzling conceptual feat , but more than that , it 's a bring of enthralling drama .",1
"A movie that both thrills the eye and , in its over-the-top way , touching the heart .",1
"stuffed to the brim with ideas , American instigator Michael Moore 's film is a rambling testing of American gun culture that utilization his usual modus operandi of crucifixion through juxtaposition .",1
"Affectionately reminds us that , in any language , the huge farce in life can usually be traced rearwards to the little things .",1
"A drama of groovy power , yet some members of the audience will forget the theater believing they have seen a comedy .",1
"The large-frame IMAX camera lends itself beautifully to filming the teeming life on the reefs , give this gorgeous picture a must for everyone from Jr scientists to grown-up fish lovers .",1
"The upshot is more depressing than liberating , but it 's never boring .",0
A story about intelligent high school students that deal with first love sweetly but also seriously .,1
It is also beautifully roleplay .,1
"It is n't that the scene is unfamiliar , but that it manages to find new avenues of discourse on sometime problems .",1
"Same song , irregular verse , coulda been better , but it coulda been worse .",0
"It 's a technically superb celluloid , glow with all the usual Spielberg flair , expertly utilizing the talents of his top-notch creative team .",1
"Wilco fans will have a large time , and the movie should win the band a few new converts , too .",1
"Tsai has a well-deserved reputation as one of the cinema humankind 's great visual stylists , and in this film , every shaft enhances the excellent performances .",1
The date movie that Franz Kafka would have stimulate .,0
"The fact is that the screen is most animated when it seems most likely that Broomfield 's interviewees , or eventide himself , will not be for much longer .",1
Leguizamo and Jones are both excellent and the rest of the drop is uniformly superb .,1
I liked this film a raft ...,1
... there is enough originality in ` Life ' to distance it from the battalion of paint-by-number romantic comedies that so often end up on cinema screen .,1
A solid and tasteful piece of moviemaking imbued with passion and attitude .,1
"Nettelbeck has crafted an engaging fantasy of flavor and emotions , one part romance novel , one part recipe book .",1
"With or without the sex , a wonderful tale of love and destiny , told well by a lord storyteller",1
"On the surface a silly comedy , Scotland , PA would be forgettable if it were n't such a canny adaptation of the bard 's tragic frolic .",1
"A weird , arresting slight ride .",1
"A fine film , but it would be a lot better if it stupefy to Betty Fisher and leftfield out the other stories .",0
"A first-class road movie that proves you can run away from plate , but your ego and all your problems survive with you .",1
"You might want to take a reality break before you pay the full tag price to see `` Simone , '' and consider a DVD rental instead .",0
Well cast and well directed - a powerful drama with enough sardonic wit to hold it from being maudlin .,1
adenine backstage must-see for true fans of comedy .,1
"There 's back-stabbing , inter-racial desire and , most importantly , whistle and dancing .",1
"The pic sounds like the overindulge of lurid melodrama , but what makes it interesting as a character analyze is the fact that the story is told from Paul 's perspective .",1
"Jones ... piss a great impression as the writer-director of this little $ 1.8 zillion charmer , which may not be cutting-edge indie filmmaking but has a huge heart .",1
"In the disturbingly need family nonadaptive drama How I Killed My Father , French director Anne Fontaine delivers an inspired portrait of male-ridden angst and the emotional blockage that accompanies this human shape",1
"Below may not patsy Mr. Twohy 's emergence into the mainstream , but his promise remains undiminished .",1
There 's no intellect to miss Interview with the Assassin,1
Happily stays airless to the ground in a spare and bare manner and does n't pummel us with phony imagery or music .,1
Its out-and-out dynamism is infectious .,1
"For his first attempt at film noir , Spielberg submit a fascinating but flawed look at the near future .",1
it somehow managed to seduce its way past my crappola radar and find a small place in my heart,1
"Perhaps it 's cliche to call the cinema ` refreshing , ' but it is .",1
"` Drumline ' shows a level of young , Black manhood that is shady , touching , smart and complicated .",1
"It does make a taste of the Burning Man ethos , an appealing blend of counter-cultural idealism and hedonistic creativity .",1
The limited sets and small confined and dark spaces also are homages to a Hellenic low-budget film noir movie .,1
"The movie is well done , but behind .",0
"( A ) wonderfully loopy narrative of love , longing , and voting .",1
"The captivation comes in the power of the Huston performance , which appear so larger than life and yet so fragile , and in the way the Ivan character accepts the news of his illness so quick but still get himself unable to react .",1
"The last scenes of the film are anguished , blistering and truthful .",1
Mr. Koshashvili is a director to ascertain .,1
Predictable storyline and by-the-book scripting is all but lave away by sumptuous ocean visuals and the cinematic stylings of director whoremaster Stockwell .,1
"Antwone Fisher certainly does the thaumaturgy of making us maintenance about its protagonist and celebrate his victories but , with few exceptions , it rarely bow to cheap manipulation or corny conventions to do it .",1
"One feels the dimming of a certain aspiration , but in its grade a sweetness , clarity and emotional openness that recalls the classics of early Italian neorealism .",1
"It challenges , this nervy rarity , like modern art should .",1
"Whenever you think you 've figured out Late Marriage , it switch you for a loop .",1
The Pianist is Polanski 's skillful film .,1
"It is a testament of quiet endurance , of common concern , of settle survival .",1
"This orangeness has some juice , but it 's far from fresh-squeezed .",0
"A sensitive , modest comic catastrophe that works as both character examine and symbolic examination of the huge economic changes sweeping modern China .",1
"High Crimes knows the mistakes that bad movies make and is determined not to make them , and perchance that is aristocracy of a sort .",1
Cusack 's just glorious in this .,1
Knows how to make our imaging wonder .,1
"Jae-eun Jeong 's Take Care of My Cat brings a trance freshness to a coming-of-age story with such a buoyant , expressive run of images that it emerges as another identify contribution to the flowering of the South Korean cinema .",1
"The overall framework is hypnotic , and Mr. Mattei fosters moments of spontaneous intimacy .",1
"Evokes a palpable sense of disconnection , fix all the more poignant by the incessant use of cell phones .",1
Malcolm McDowell is assuredness .,1
Paul Bettany is poise .,1
Paul Bettany meet Malcolm McDowell ?,0
aplomb .,1
"A allude , sophisticated film that almost seems like a documental in the way it captures an Italian immigrant family on the brink of major changes .",1
... a trashy slight bit of fluff stuffed with enjoyable performances and a bewildering sense of self-importance,0
"An inventive , absorbing movie that 's as voiceless to classify as it is hard to resist .",1
It made me want to get made-up and go learn this movie with my sisters .,1
"I thought the relationships were wonderful , the comedy was funny , and the love ` really ' .",1
"( Caine ) evidence once again he has n't lost his pinch , bringing off a superb performance in an admittedly middling film .",1
"Bogdanovich puts history in perspective and , via Kirsten Dunst 's remarkable performance , he showcases Davies as a young woman of heavy appealingness , generosity and diplomacy .",1
"This breezy caper movie becomes a soulful , incisive meditation on the mode we were , and the way we are .",1
